Dataset_CIFAR-10,Dataset_CIFAR-100,Dataset_COCO,Dataset_COCO minivar,Dataset_CityScapes,Dataset_ImageNet,Dataset_KITTI,Dataset_MNIST,Dataset_NYU Depth v2,Dataset_SVHN,Dataset_ShapeNet,Task_Depth Estimation,Task_Image Classification,Task_Object Detection,Task_Semantic Segmentation,Task_Text to Image,accuracy_norm,difficulty
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.717948717948718,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.717948717948718,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6923076923076923,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6666666666666666,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6410256410256411,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6153846153846154,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6153846153846154,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5897435897435898,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5897435897435898,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5897435897435898,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5897435897435898,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5641025641025641,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5641025641025641,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5128205128205128,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5128205128205128,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5128205128205128,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4871794871794871,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4615384615384615,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4102564102564102,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3846153846153846,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3846153846153846,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.358974358974359,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3333333333333333,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1282051282051282,0.9743891669119812
True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.9743891669119812
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9836065573770492,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9672131147540984,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9672131147540984,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9672131147540984,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9508196721311476,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9508196721311476,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9508196721311476,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9508196721311476,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9508196721311476,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9508196721311476,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9508196721311476,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9344262295081968,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9344262295081968,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9344262295081968,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9344262295081968,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.918032786885246,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.918032786885246,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.918032786885246,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.918032786885246,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.918032786885246,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.918032786885246,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9016393442622952,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9016393442622952,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9016393442622952,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9016393442622952,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8852459016393442,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8852459016393442,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8852459016393442,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8852459016393442,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8852459016393442,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8852459016393442,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8852459016393442,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8852459016393442,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8852459016393442,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8688524590163934,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8688524590163934,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8688524590163934,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8688524590163934,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8688524590163934,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8688524590163934,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8524590163934426,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8524590163934426,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8524590163934426,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8524590163934426,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8524590163934426,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8524590163934426,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8524590163934426,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8360655737704918,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8360655737704918,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8360655737704918,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8360655737704918,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8360655737704918,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8360655737704918,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8360655737704918,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8360655737704918,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8360655737704918,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.819672131147541,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.819672131147541,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.819672131147541,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.819672131147541,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.819672131147541,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.819672131147541,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.819672131147541,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.819672131147541,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.819672131147541,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.819672131147541,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.819672131147541,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8032786885245902,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8032786885245902,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8032786885245902,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8032786885245902,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8032786885245902,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8032786885245902,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8032786885245902,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8032786885245902,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8032786885245902,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7868852459016393,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7868852459016393,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7868852459016393,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7868852459016393,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7868852459016393,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7868852459016393,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7868852459016393,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7868852459016393,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7868852459016393,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7868852459016393,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7868852459016393,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7868852459016393,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7868852459016393,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7704918032786885,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7540983606557377,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7540983606557377,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7540983606557377,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7540983606557377,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7540983606557377,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7540983606557377,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7540983606557377,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7540983606557377,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7540983606557377,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7540983606557377,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7540983606557377,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7540983606557377,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7377049180327869,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7377049180327869,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7377049180327869,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7377049180327869,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7377049180327869,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7377049180327869,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7377049180327869,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7213114754098361,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7213114754098361,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7213114754098361,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7049180327868853,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7049180327868853,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7049180327868853,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6885245901639344,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6885245901639344,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6885245901639344,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6885245901639344,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6885245901639344,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6721311475409836,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6721311475409836,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6721311475409836,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6721311475409836,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6721311475409836,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6557377049180327,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6557377049180327,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6557377049180327,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6557377049180327,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.639344262295082,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.639344262295082,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.639344262295082,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6229508196721312,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6229508196721312,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6229508196721312,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6065573770491803,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6065573770491803,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6065573770491803,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6065573770491803,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6065573770491803,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5901639344262295,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5901639344262295,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5737704918032787,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5737704918032787,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5573770491803278,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5573770491803278,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5573770491803278,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5409836065573771,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5409836065573771,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5245901639344263,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5245901639344263,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5245901639344263,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5245901639344263,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5245901639344263,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5081967213114754,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5081967213114754,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5081967213114754,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4918032786885246,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4754098360655737,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4262295081967213,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4262295081967213,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4098360655737705,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4098360655737705,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4098360655737705,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3934426229508196,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.360655737704918,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2131147540983606,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1147540983606557,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0163934426229508,0.8860759493670884
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.8860759493670884
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1.0,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9938398357289524,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9938398357289524,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9917864476386024,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9897330595482524,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9794661190965076,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9794661190965076,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9774127310061604,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9753593429158102,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9753593429158102,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.97330595482546,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9691991786447628,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9671457905544126,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9671457905544126,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9671457905544126,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9650924024640654,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9650924024640654,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9650924024640654,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9507186858316204,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9507186858316204,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9445585215605729,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9445585215605729,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9445585215605729,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9445585215605729,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9445585215605729,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9445585215605729,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9445585215605729,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9240246406570832,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9240246406570832,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9240246406570832,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9240246406570832,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9240246406570832,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9219712525667332,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.917864476386036,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.907597535934291,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9034907597535936,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9034907597535936,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9034907597535936,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.8829568788501012,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.8624229979466117,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.8624229979466117,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.8213552361396296,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.7679671457905527,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.7392197125256655,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.7371663244353183,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.7186858316221759,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.6570841889117043,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.6570841889117043,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.6570841889117043,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.6242299794661198,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.0492813141683767,1.0
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.0,1.0
False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1.0,0.0
False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.4705882352941152,0.0
False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.4705882352941152,0.0
False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.294117647058823,0.0
False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.2352941176470534,0.0
False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.1764705882352921,0.0
False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.0588235294117612,0.0
False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.0,0.0
False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.0,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.9724770642201832,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.9724770642201832,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.963302752293578,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.9602446483180423,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.9571865443425076,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.951070336391437,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.948012232415902,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.948012232415902,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.9357798165137612,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.9174311926605504,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.91131498470948,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.8960244648318041,0.0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.8807339449541283,0.0
