Task,Dataset,name,accuracy,accuracy_norm,params,tags,id
Image Classification,ImageNet,"SparK (ConvNeXt-Large, 384)",86.0,0.8089552238805969,198M,"['ConvNeXt', 'CNN', 'ImageNet-1k only']",2301.03580v2
Image Classification,ImageNet,NFNet-F5,86.0,0.8089552238805969,377.2M,"['CNN', 'ImageNet-1k only']",2102.06171v1
Image Classification,ImageNet,MAE (ViT-L),85.9,0.8059701492537313,null,"['Transformer', 'ImageNet-1k only']",2111.06377v2
Image Classification,ImageNet,DAT-B++ (384x384),85.9,0.8059701492537313,null,[']'],2309.01430v1
Image Classification,ImageNet,FixEfficientNet-B4,85.9,0.8059701492537313,19M,"['JFT-300M', 'EfficientNet']",2003.08237v5
Image Classification,ImageNet,NFNet-F4,85.9,0.8059701492537313,316.1M,"['CNN', 'ImageNet-1k only']",2102.06171v1
Image Classification,ImageNet,ConvNeXt-B@224 (cosub),85.8,0.8029850746268654,null,['ImageNet-22k'],2212.04884v1
Image Classification,ImageNet,PiT-B@224 (cosub),85.8,0.8029850746268654,null,['ImageNet-22k'],2212.04884v1
Image Classification,ImageNet,GTP-ViT-B-Patch8/P20,85.8,0.8029850746268654,null,[']'],2311.03035v2
Image Classification,ImageNet,"CAFormer-S36 (224 res, 21K)",85.8,0.8029850746268654,39M,['ImageNet-22k'],2210.13452v3
Image Classification,ImageNet,XCiT-M24,85.8,0.8029850746268654,84M,"['ImageNet-1k only', 'Transformer']",2106.09681v2
Image Classification,ImageNet,Fix-EfficientNet-B8 (MaxUp + CutMix),85.8,0.8029850746268654,87.42M,"['ImageNet-1k only', 'EfficientNet']",2002.09024v1
Image Classification,ImageNet,KDforAA (EfficientNet-B8),85.8,0.8029850746268654,88M,"['ImageNet-1k only', 'EfficientNet']",2003.11342v1
Image Classification,ImageNet,CAIT-M-24,85.8,0.8029850746268654,185.9M,"['ImageNet-1k only', 'Transformer']",2103.17239v2
Image Classification,ImageNet,RDNet-L (384 res),85.8,0.8029850746268654,186M,[']'],2403.19588v1
Image Classification,ImageNet,ViT-L,85.8,0.8029850746268654,304.8M,['ImageNet-1k only'],2204.07118v1
Image Classification,ImageNet,SEER (RG-10B),85.8,0.8029850746268654,10000M,"['Self-Supervised Learning', 'RegNet', 'IG-1B']",2202.08360v2
Image Classification,ImageNet,"TinySaver(ConvNeXtV2_h, 0.5 Acc drop)",85.75,0.8014925373134327,null,"['MoE', 'Early Exit', 'Dynamic Model Arch']",2403.17726v1
Image Classification,ImageNet,"TinySaver(Swin_large, 0.5 Acc drop)",85.74,0.801194029850746,null,"['MoE', 'Early Exit', 'Dynamic Model Arch']",2403.17726v1
Image Classification,ImageNet,MaxViT-T(512res),85.72,0.8005970149253729,null,[']'],2204.01697v4
Image Classification,ImageNet,FixEfficientNet-B8,85.7,0.7999999999999999,null,"['ImageNet-1k only', 'EfficientNet']",2003.08237v5
Image Classification,ImageNet,EfficientNetV2-L,85.7,0.7999999999999999,null,"['ImageNet-1k only', 'EfficientNet']",2104.00298v3
Image Classification,ImageNet,"ViT-B @224 (DeiT III, 21k)",85.7,0.7999999999999999,null,['ImageNet-22k'],2204.07118v1
Image Classification,ImageNet,dBOT ViT-B (CLIP as Teacher),85.7,0.7999999999999999,null,['CLIP data '],2209.03917v3
Image Classification,ImageNet,CAFormer-S36 (384 res),85.7,0.7999999999999999,39M,['ImageNet-1k only'],2210.13452v3
Image Classification,ImageNet,VAN-B4 (22K),85.7,0.7999999999999999,60M,[']'],2202.09741v5
Image Classification,ImageNet,ConvFormer-B36 (384 res),85.7,0.7999999999999999,100M,['ImageNet-1k only'],2210.13452v3
Image Classification,ImageNet,NFNet-F3,85.7,0.7999999999999999,254.9M,"['CNN', 'ImageNet-1k only']",2102.06171v1
Image Classification,ImageNet,ViT-H @224 (DeiT-III + AugSub),85.7,0.7999999999999999,632M,[']'],2306.11339v2
Image Classification,ImageNet,XCiT-S24,85.6,0.797014925373134,48M,"['Transformer', 'ImageNet-1k only']",2106.09681v2
Image Classification,ImageNet,ConvFormer-M36 (384 res),85.6,0.797014925373134,57M,['ImageNet-1k only'],2210.13452v3
Image Classification,ImageNet,UniFormer-L,85.6,0.797014925373134,100M,[']'],2201.09450v3
Image Classification,ImageNet,ViT-L@384 (attn finetune),85.5,0.7940298507462685,null,['ImageNet-1k only'],2203.09795v1
Image Classification,ImageNet,Our SP-ViT-L,85.5,0.7940298507462685,null,[']'],2206.07662v1
Image Classification,ImageNet,Mini-Swin-B@384,85.5,0.7940298507462685,47M,"['Conv+Transformer', 'ImageNet-1k only', 'Transformer']",2204.07154v1
Image Classification,ImageNet,Wave-ViT-L,85.5,0.7940298507462685,57.5M,[']'],2207.04978v1
Image Classification,ImageNet,KDforAA (EfficientNet-B7),85.5,0.7940298507462685,66M,"['ImageNet-1k only', 'EfficientNet']",2003.11342v1
Image Classification,ImageNet,"HaloNet4 (base 128, Conv-12)",85.5,0.7940298507462685,87M,"['Transformer', 'ImageNet-1k only']",2103.12731v3
Image Classification,ImageNet,AdvProp (EfficientNet-B8),85.5,0.7940298507462685,88M,"['ImageNet-1k only', 'EfficientNet']",1911.09665v2
Image Classification,ImageNet,CAFormer-B36 (224 res),85.5,0.7940298507462685,99M,['ImageNet-1k only'],2210.13452v3
Image Classification,ImageNet,ConvNeXt-L (384 res),85.5,0.7940298507462685,198M,[']'],2201.03545v2
Image Classification,ImageNet,EfficientNet-B8 (RandAugment),85.4,0.791044776119403,null,"['ImageNet-1k only', 'EfficientNet']",1909.13719v2
Image Classification,ImageNet,BiFormer-B* (IN1k ptretrain),85.4,0.791044776119403,null,[']'],2303.08810v1
Image Classification,ImageNet,GTP-EVA-L/P8,85.4,0.791044776119403,null,[']'],2311.03035v2
